TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype
ATL,2023-11-01,WAS,"YOUNG, TRAE",37,18,1,1,0,10,3,0,3,5,16,0.3125,2,9,0.2222222222222222,6,7,0.8571428571428571,3,WAS,0,32,,100,135,NA,L,REG
ATL,2023-11-01,WAS,"MURRAY, DEJOUNTE",38,14,3,1,2,5,0,0,4,5,10,0.5,1,3,0.3333333333333333,3,3,1,4,WAS,0,22,,100,135,NA,L,REG
ATL,2023-11-01,WAS,"COLLINS, ZACH",31,13,7,2,5,2,2,0,2,5,12,0.4166666666666667,1,6,0.16666666666666666,2,2,1,2,WAS,0,24,,100,135,NA,L,REG
ATL,2023-11-01,WAS,"BANTON, DALANO",23,12,4,1,3,2,2,1,2,4,10,0.4,2,4,0.5,2,2,1,3,WAS,0,21,,100,135,NA,L,REG
ATL,2023-11-01,WAS,"ANTHONY, COLE",21,8,2,0,2,1,2,0,1,4,8,0.5,0,1,0,0,0,NA,2,WAS,0,13,,100,135,23.46448087431694,L,REG
ATL,2023-11-01,WAS,"BITADZE, GOGA",20,6,5,2,3,0,1,2,0,2,7,0.2857142857142857,1,2,0.5,1,2,0.5,1,WAS,0,14,,100,135,NA,L,REG
ATL,2023-11-01,WAS,"JOHNSON, KEON",12,6,0,0,0,0,0,0,1,2,7,0.2857142857142857,2,4,0.5,0,0,NA,0,WAS,0,6,,100,135,NA,L,REG
ATL,2023-11-01,WAS,"HAUSER, SAM",22,4,0,0,0,0,1,0,1,0,4,0,0,4,0,4,5,0.8,2,WAS,0,5,,100,135,NA,L,REG
ATL,2023-11-04,@NOP,"YOUNG, TRAE",35,26,1,1,0,12,1,0,0,8,25,0.32,4,13,0.3076923076923077,6,6,1,3,NOP,0,40,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"MURRAY, DEJOUNTE",37,18,11,2,9,4,1,0,3,7,12,0.5833333333333334,1,1,1,3,5,0.6,3,NOP,0,34,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"ADEBAYO, BAM",36,18,16,3,13,5,1,1,1,7,16,0.4375,0,2,0,4,4,1,3,NOP,0,41,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"COLLINS, ZACH",31,17,8,2,6,4,0,1,0,7,16,0.4375,3,9,0.3333333333333333,0,0,NA,4,NOP,0,30,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"BITADZE, GOGA",20,13,5,2,3,0,0,0,2,6,7,0.8571428571428571,1,2,0.5,0,1,0,2,NOP,0,18,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"ANTHONY, COLE",20,6,3,0,3,4,0,0,0,3,12,0.25,0,5,0,0,0,NA,1,NOP,0,13,,109,106,23.472677595628415,W,REG
ATL,2023-11-04,@NOP,"BANTON, DALANO",25,5,4,2,2,2,3,1,1,2,7,0.2857142857142857,1,2,0.5,0,0,NA,3,NOP,0,15,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"JOHNSON, KEON",13,4,2,0,2,1,1,0,0,2,5,0.4,0,2,0,0,0,NA,0,NOP,0,8,,109,106,NA,W,REG
ATL,2023-11-04,@NOP,"HAUSER, SAM",23,2,7,0,7,1,1,0,1,0,4,0,0,3,0,2,2,1,4,NOP,0,11,,109,106,NA,W,REG
ATL,2023-11-06,@OKC,"YOUNG, TRAE",34,20,5,0,5,14,0,0,5,8,16,0.5,3,7,0.42857142857142855,1,1,1,5,OKC,0,39,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"MURRAY, DEJOUNTE",37,19,3,0,3,2,1,0,3,9,19,0.47368421052631576,1,2,0.5,0,0,NA,3,OKC,0,25,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"ADEBAYO, BAM",35,14,8,3,5,2,1,2,1,5,7,0.7142857142857143,0,0,NA,4,6,0.6666666666666666,6,OKC,0,27,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"ANTHONY, COLE",21,12,2,0,2,2,0,1,0,4,9,0.4444444444444444,1,4,0.25,3,5,0.6,1,OKC,0,17,,103,121,23.47814207650273,L,REG
ATL,2023-11-06,@OKC,"BITADZE, GOGA",26,9,10,4,6,1,1,0,2,3,5,0.6,1,2,0.5,2,2,1,4,OKC,0,21,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"BANTON, DALANO",26,8,3,0,3,3,2,0,2,2,7,0.2857142857142857,1,3,0.3333333333333333,3,4,0.75,1,OKC,0,16,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"COLLINS, ZACH",20,8,7,2,5,2,1,0,0,4,9,0.4444444444444444,0,3,0,0,0,NA,6,OKC,0,18,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"JOHNSON, KEON",13,7,0,0,0,3,1,0,3,3,10,0.3,1,6,0.16666666666666666,0,0,NA,1,OKC,0,11,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"HAUSER, SAM",24,6,2,0,2,0,1,0,0,2,8,0.25,2,8,0.25,0,0,NA,2,OKC,0,9,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"SIMS, JERICHO",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,OKC,0,0,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"MAMUKELASHVILI, SANDRO",2,0,1,0,1,2,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,OKC,0,3,,103,121,NA,L,REG
ATL,2023-11-06,@OKC,"WILSON, JALEN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,OKC,0,0,,103,121,NA,L,REG
ATL,2023-11-09,@ORL,"YOUNG, TRAE",36,29,4,3,1,10,0,0,2,11,23,0.4782608695652174,3,12,0.25,4,4,1,1,ORL,0,43,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"JOHNSON, KEON",13,19,1,0,1,0,1,0,0,4,6,0.6666666666666666,4,6,0.6666666666666666,7,10,0.7,2,ORL,0,21,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"ADEBAYO, BAM",36,16,6,2,4,5,0,1,2,5,12,0.4166666666666667,1,2,0.5,5,6,0.8333333333333334,2,ORL,0,28,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"MURRAY, DEJOUNTE",37,15,6,0,6,8,1,0,0,6,11,0.5454545454545454,3,6,0.5,0,0,NA,0,ORL,0,30,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"BANTON, DALANO",25,13,2,1,1,2,2,1,2,5,11,0.45454545454545453,2,6,0.3333333333333333,1,1,1,5,ORL,0,20,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"ANTHONY, COLE",20,10,5,1,4,1,1,0,0,3,6,0.5,2,3,0.6666666666666666,2,2,1,1,ORL,0,17,,121,116,23.48633879781421,W,REG
ATL,2023-11-09,@ORL,"BITADZE, GOGA",20,7,5,1,4,1,0,0,0,3,6,0.5,0,1,0,1,2,0.5,4,ORL,0,13,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"COLLINS, ZACH",31,6,12,2,10,3,1,1,2,2,6,0.3333333333333333,0,2,0,2,2,1,1,ORL,0,23,,121,116,NA,W,REG
ATL,2023-11-09,@ORL,"HAUSER, SAM",22,6,2,0,2,2,0,1,1,2,6,0.3333333333333333,2,3,0.6666666666666666,0,0,NA,1,ORL,0,11,,121,116,NA,W,REG
ATL,2023-11-11,MIA,"MURRAY, DEJOUNTE",37,22,10,3,7,6,3,0,4,9,18,0.5,2,5,0.4,2,4,0.5,4,MIA,0,41,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"YOUNG, TRAE",28,20,0,0,0,7,1,0,2,8,22,0.36363636363636365,2,8,0.25,2,2,1,6,MIA,0,28,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"BANTON, DALANO",27,16,4,1,3,2,0,1,2,6,13,0.46153846153846156,3,8,0.375,1,1,1,4,MIA,0,23,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"ADEBAYO, BAM",31,14,15,7,8,3,5,0,1,5,13,0.38461538461538464,0,0,NA,4,8,0.5,6,MIA,0,37,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"ANTHONY, COLE",22,14,7,0,7,1,1,1,1,4,8,0.5,1,1,1,5,5,1,1,MIA,0,24,,108,93,23.491803278688526,W,REG
ATL,2023-11-11,MIA,"COLLINS, ZACH",32,10,9,3,6,1,0,0,1,4,7,0.5714285714285714,1,4,0.25,1,3,0.3333333333333333,5,MIA,0,20,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"BITADZE, GOGA",23,10,9,3,6,1,2,0,1,5,9,0.5555555555555556,0,1,0,0,0,NA,5,MIA,0,22,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"JOHNSON, KEON",13,2,2,1,1,4,0,0,1,0,4,0,0,4,0,2,3,0.6666666666666666,0,MIA,0,8,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"HAUSER, SAM",23,0,2,1,1,2,2,0,1,0,1,0,0,0,NA,0,0,NA,0,MIA,0,6,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"SIMS, JERICHO",2,0,3,1,2,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIA,0,4,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"MAMUKELASHVILI, SANDRO",1,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,NA,0,MIA,0,0,,108,93,NA,W,REG
ATL,2023-11-11,MIA,"SHEPPARD, BEN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIA,0,0,,108,93,NA,W,REG
ATL,2023-11-14,@DET,"YOUNG, TRAE",37,23,2,1,1,8,1,0,1,6,12,0.5,2,3,0.6666666666666666,9,10,0.9,1,DET,0,34,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"ADEBAYO, BAM",38,17,15,3,12,5,1,1,0,8,17,0.47058823529411764,0,0,NA,1,3,0.3333333333333333,4,DET,0,39,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"MURRAY, DEJOUNTE",41,15,3,0,3,6,2,0,0,5,10,0.5,1,2,0.5,4,6,0.6666666666666666,4,DET,0,26,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"ANTHONY, COLE",25,15,4,3,1,3,0,2,0,4,11,0.36363636363636365,1,5,0.2,6,6,1,3,DET,0,24,,108,129,23.5,L,REG
ATL,2023-11-14,@DET,"BANTON, DALANO",23,11,1,1,0,4,1,0,0,4,14,0.2857142857142857,0,9,0,3,4,0.75,1,DET,0,17,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"COLLINS, ZACH",29,9,11,6,5,1,0,3,3,3,8,0.375,0,3,0,3,4,0.75,4,DET,0,24,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"JOHNSON, KEON",11,7,0,0,0,2,0,0,0,3,8,0.375,1,4,0.25,0,0,NA,0,DET,0,9,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"HAUSER, SAM",16,6,3,0,3,1,0,0,1,2,7,0.2857142857142857,2,6,0.3333333333333333,0,0,NA,3,DET,0,10,,108,129,NA,L,REG
ATL,2023-11-14,@DET,"BITADZE, GOGA",20,5,10,1,9,0,1,2,2,2,5,0.4,0,0,NA,1,2,0.5,3,DET,0,18,,108,129,NA,L,REG
ATL,2023-11-15,NYK,"YOUNG, TRAE",32,24,0,0,0,7,1,0,0,8,20,0.4,3,9,0.3333333333333333,5,5,1,3,NYK,0,32,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"MURRAY, DEJOUNTE",38,19,6,1,5,5,2,0,3,7,21,0.3333333333333333,1,6,0.16666666666666666,4,4,1,2,NYK,0,32,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"ANTHONY, COLE",24,16,3,1,2,4,0,0,2,4,6,0.6666666666666666,3,3,1,5,6,0.8333333333333334,0,NYK,0,23,,107,139,23.502732240437158,L,REG
ATL,2023-11-15,NYK,"VANDERBILT, JARRED",34,13,5,4,1,2,2,0,4,5,14,0.35714285714285715,1,2,0.5,2,2,1,3,NYK,0,22,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"ADEBAYO, BAM",39,11,9,2,7,7,0,1,5,5,12,0.4166666666666667,1,1,1,0,0,NA,0,NYK,0,28,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"COLLINS, ZACH",25,11,9,3,6,4,1,1,2,4,5,0.8,1,1,1,2,2,1,6,NYK,0,26,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"BANTON, DALANO",15,8,3,2,1,0,1,0,0,2,6,0.3333333333333333,2,3,0.6666666666666666,2,2,1,2,NYK,0,12,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"BITADZE, GOGA",20,5,6,3,3,0,0,1,1,1,4,0.25,1,1,1,2,4,0.5,1,NYK,0,12,,107,139,NA,L,REG
ATL,2023-11-15,NYK,"HAUSER, SAM",13,0,3,1,2,1,0,0,0,0,2,0,0,2,0,0,0,NA,2,NYK,0,4,,107,139,NA,L,REG
ATL,2023-11-17,PHI,"MURRAY, DEJOUNTE",34,20,2,1,1,3,3,0,1,9,12,0.75,2,3,0.6666666666666666,0,0,NA,2,PHI,0,28,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"YOUNG, TRAE",35,19,3,0,3,12,0,0,1,5,18,0.2777777777777778,2,7,0.2857142857142857,7,7,1,3,PHI,0,34,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"ADEBAYO, BAM",36,19,10,4,6,0,1,0,0,7,19,0.3684210526315789,0,0,NA,5,7,0.7142857142857143,1,PHI,0,30,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"ANTHONY, COLE",25,13,3,1,2,2,1,1,2,4,10,0.4,3,9,0.3333333333333333,2,2,1,2,PHI,0,20,,108,113,23.508196721311474,L,REG
ATL,2023-11-17,PHI,"VANDERBILT, JARRED",31,9,11,5,6,4,3,0,4,4,8,0.5,1,2,0.5,0,0,NA,2,PHI,0,27,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"BANTON, DALANO",15,9,3,1,2,3,1,0,3,2,5,0.4,1,4,0.25,4,4,1,3,PHI,0,16,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"HAUSER, SAM",13,7,3,1,2,0,0,0,0,1,3,0.3333333333333333,1,2,0.5,4,4,1,1,PHI,0,10,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"COLLINS, ZACH",34,6,4,1,3,4,1,0,2,1,8,0.125,0,4,0,4,4,1,3,PHI,0,15,,108,113,NA,L,REG
ATL,2023-11-17,PHI,"BITADZE, GOGA",17,6,3,0,3,1,0,2,1,3,4,0.75,0,0,NA,0,0,NA,0,PHI,0,12,,108,113,NA,L,REG
ATL,2023-11-21,IND,"YOUNG, TRAE",33,32,3,1,2,3,0,0,2,12,22,0.5454545454545454,3,9,0.3333333333333333,5,5,1,4,IND,0,38,,90,120,NA,L,REG
ATL,2023-11-21,IND,"ANTHONY, COLE",25,17,4,1,3,2,1,0,1,4,10,0.4,1,4,0.25,8,8,1,2,IND,0,24,,90,120,23.51912568306011,L,REG
ATL,2023-11-21,IND,"ADEBAYO, BAM",40,15,9,4,5,2,1,2,2,7,21,0.3333333333333333,0,0,NA,1,2,0.5,1,IND,0,29,,90,120,NA,L,REG
ATL,2023-11-21,IND,"MURRAY, DEJOUNTE",37,6,4,0,4,5,0,0,0,2,7,0.2857142857142857,0,2,0,2,2,1,2,IND,0,15,,90,120,NA,L,REG
ATL,2023-11-21,IND,"BANTON, DALANO",15,6,2,0,2,1,1,0,2,1,4,0.25,0,2,0,4,4,1,3,IND,0,10,,90,120,NA,L,REG
ATL,2023-11-21,IND,"VANDERBILT, JARRED",36,5,7,1,6,5,2,1,0,2,7,0.2857142857142857,1,3,0.3333333333333333,0,0,NA,2,IND,0,20,,90,120,NA,L,REG
ATL,2023-11-21,IND,"HAUSER, SAM",13,4,0,0,0,0,0,0,0,1,3,0.3333333333333333,1,3,0.3333333333333333,1,2,0.5,2,IND,0,4,,90,120,NA,L,REG
ATL,2023-11-21,IND,"COLLINS, ZACH",26,3,5,3,2,0,0,0,2,1,7,0.14285714285714285,1,4,0.25,0,0,NA,4,IND,0,8,,90,120,NA,L,REG
ATL,2023-11-21,IND,"BITADZE, GOGA",15,2,1,0,1,0,1,0,0,1,3,0.3333333333333333,0,1,0,0,0,NA,5,IND,0,4,,90,120,NA,L,REG
ATL,2023-11-22,BKN,"ADEBAYO, BAM",40,31,12,3,9,2,2,2,3,13,19,0.6842105263157895,0,0,NA,5,5,1,6,BKN,0,49,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"MURRAY, DEJOUNTE",35,29,7,0,7,5,4,0,1,10,17,0.5882352941176471,0,1,0,9,9,1,4,BKN,0,45,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"BANTON, DALANO",15,14,4,2,2,2,0,0,2,4,8,0.5,2,4,0.5,4,6,0.6666666666666666,1,BKN,0,20,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"YOUNG, TRAE",34,13,3,0,3,12,1,0,1,3,12,0.25,0,4,0,7,7,1,3,BKN,0,29,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"ANTHONY, COLE",25,6,6,0,6,2,0,3,2,3,12,0.25,0,5,0,0,0,NA,5,BKN,0,17,,106,113,23.52185792349727,L,REG
ATL,2023-11-22,BKN,"VANDERBILT, JARRED",33,4,10,1,9,1,1,0,3,2,7,0.2857142857142857,0,2,0,0,0,NA,4,BKN,0,16,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"COLLINS, ZACH",18,4,2,1,1,4,1,0,0,2,3,0.6666666666666666,0,0,NA,0,0,NA,6,BKN,0,11,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"HAUSER, SAM",18,3,4,1,3,0,0,0,1,1,6,0.16666666666666666,1,6,0.16666666666666666,0,0,NA,4,BKN,0,7,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"BITADZE, GOGA",19,2,5,1,4,0,1,0,1,1,2,0.5,0,1,0,0,0,NA,1,BKN,0,8,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"SIMS, JERICHO",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,BKN,0,0,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"MAMUKELASHVILI, SANDRO",1,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,NA,0,BKN,0,0,,106,113,NA,L,REG
ATL,2023-11-22,BKN,"WILSON, JALEN",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,BKN,0,0,,106,113,NA,L,REG
ATL,2023-11-25,@WAS,"ADEBAYO, BAM",40,20,13,2,11,5,0,0,3,10,14,0.7142857142857143,0,1,0,0,0,NA,1,WAS,0,38,,107,115,NA,L,REG
ATL,2023-11-25,@WAS,"MURRAY, DEJOUNTE",42,19,5,0,5,4,4,0,2,9,18,0.5,1,5,0.2,0,1,0,3,WAS,0,32,,107,115,NA,L,REG
